Sr_no,Username,Insta_Id,Profile_Id,Bio,Is_Business_Account,Email,Posts,Followers,Following,Business_Category_Name,Category_Name,FF_Ratio
1026,faizan_trt,https://www.instagram.com/faizan_trt/,6279366851,"YouTube @top_real_team🔥
1M+ subs On YouTube 
Business 📬️ faizansaifi4410@gmail.com",FALSE,Null,40,303026,18,Null,Artist,16834.78
1027,iamsohail,https://www.instagram.com/iamsohail/,1767096907,"❤️Good thing’s take time❤️
🧠 Manage by @digitalanuj 
😎𝐅𝐨𝐮𝐧𝐝𝐞𝐫 :- @sohail_dfitness 
@muscleblaze  :-𝘼𝙩𝙝𝙡𝙚𝙩𝙚 🏋️‍♂️
30%𝙊𝙛𝙛 :- 𝐒𝐎𝐇𝐀𝐈𝐋𝐌𝐁𝟑𝟎
👇𝙈𝙊𝙅 𝙋𝙀 𝘼𝘼 𝙅𝘼𝙊👇",FALSE,Null,1110,643112,343,Null,Video Creator,1874.96
1028,ig_mortal,https://www.instagram.com/ig_mortal/,2250568348,"The universe conspires to give you what you want 🌌
Managed by @8bit_thug
Bon Voyage 🍻
True Blue @chelseafc #ktbffh",FALSE,Null,555,3193838,387,Null,Gamer,8252.81
1029,beyounick,https://www.instagram.com/beyounick/,1827004089,"Its either time for Chai or its time for Beer 
📩beyounick@gmail.com",FALSE,Null,1104,1727897,992,Null,Comedian,1741.83
1030,theamitbhadana,https://www.instagram.com/theamitbhadana/,421182455,"• I will find you and make you laugh :) 
• भारत 🇮🇳
• NEW VIDEO ⬇️",FALSE,Null,508,4958382,44,Null,Actor,112690.5
1031,divyenndu,https://www.instagram.com/divyenndu/,8398562654,Pain is temporary.. Films are forever!!,FALSE,Null,268,1709090,92,Null,Actor,18577.07
1032,technicalguruji,https://www.instagram.com/technicalguruji/,2253683205,"Engineer by Education, Entrepreneur by Profession, Nano-Science Researcher by Interest, YouTuber by Hobby...",TRUE,Null,675,2416446,0,Creators & Celebrities,Public Figure,Null
1033,therawknee,https://www.instagram.com/therawknee/,402276747,"ON A MISSION TO SPREAD ANAND!
YouTuber (3M+ Subscribers)
For Business / Contacts drop a mail to: therawkneeofficial1@gmail.com
Rawknee",FALSE,Null,490,632704,115,Null,Digital Creator,5501.77
1034,simran_dhanwani,https://www.instagram.com/simran_dhanwani/,1707952755,"Actress | Dancer | Influencer | YouTuber 
For Collaborations, Mail Me on
simran@thebrandgasm.com
Recent Video!
👇🏻👇🏻👇🏻",FALSE,Null,305,532807,870,Null,Digital Creator,612.42
1035,emiway_bantai,https://www.instagram.com/emiway_bantai/,595476198,"(INDEPENDENT)
Artist/Hip Hop
Business query - @sanjay_sosa_ 
Mail id - imailemiway@gmail.com
Twitter - emiwaytweets
Facebook - emiway37
JAWAB DE ⬇️",TRUE,Null,1555,3666250,99,Creators & Celebrities,Artist,37032.83
1036,dynamo__gaming,https://www.instagram.com/dynamo__gaming/,290031116,"Apna Official Hai yeh 🇮🇳 
🔰 Youtuber : 9M Family
🔰Twitter : Aadii_Sawant 
🔰Snap : Uniquepatel03 
🔰 DYNAMO◥▶_◀◤
🌟Business Mail ➡️ Work@dynamogaming.co",FALSE,Null,169,2202986,26,Null,Gaming Video Creator,84730.23
1037,soul_regaltos,https://www.instagram.com/soul_regaltos/,2242430836,"Every day brings new choices. 🌟
Streamer- @getloconow 
Content  creator  for @s8ul.esports
Managed by @8bit_thug
Biz- regaltos@8bitcreatives.in",FALSE,Null,402,1050880,103,Null,Gamer,10202.72
1038,elvish_yadav,https://www.instagram.com/elvish_yadav/,3250708946,"Artist🙏🏻
Youtube- 10 million 
Facebook- 3.8 million
जय श्री राम🙏🏻
New video on Amzon mini tv👇🏻",FALSE,Null,857,1504235,283,Null,Video Creator,5315.32
1039,shikhardofficial,https://www.instagram.com/shikhardofficial/,3105117886,"Official instagram account of Shikhar Dhawan
For Business Inquiries: shikhar.manager@riseworldwide.in",TRUE,Null,1436,8799118,104,Creators & Celebrities,Athlete,84606.9
1040,yuzi_chahal23,https://www.instagram.com/yuzi_chahal23/,599658721,"Indian Cricketer 🇮🇳 | RCB
For Enquiries : Tossco9@gmail.com",FALSE,Null,1192,6676552,354,Null,Athlete,18860.32
1041,jaspritb1,https://www.instagram.com/jaspritb1/,448982969,Contact- Jasprit.manager@riseworldwide.in |,TRUE,Null,599,8950039,45,Creators & Celebrities,Athlete,198889.76
1042,yoyohoneysingh,https://www.instagram.com/yoyohoneysingh/,1140243112,Business: @bobbysuri,FALSE,Null,972,8175119,385,Null,Artist,21234.08
1043,duttsanjay,https://www.instagram.com/duttsanjay/,198786289,Family & Films keep me going.,FALSE,Null,680,4114276,354,Null,Public Figure,11622.25
1044,dharmesh0011,https://www.instagram.com/dharmesh0011/,593211681,,TRUE,Null,3091,4598487,1420,Creators & Celebrities,Actor,3238.37
1045,itsrohitshetty,https://www.instagram.com/itsrohitshetty/,3229006821,,FALSE,Null,266,2318797,73,Null,None,31764.34
1046,rakhisawant2511,https://www.instagram.com/rakhisawant2511/,5747399112,"Rakhi Sawant is my name and entertainment is my game 😊 
For Enquiries 9967878611 Mr Shyam(office)
Check my Latest Song Lockdown",FALSE,Null,4612,1998496,277,Null,Artist,7214.79
1047,desimusicfactory,https://www.instagram.com/desimusicfactory/,2069807670,"Independent Music Label
Saath Kya nibhaoge out now 👇🏼",TRUE,Null,942,480198,42,Publishers,Record Label,11433.29
1048,millindgaba,https://www.instagram.com/millindgaba/,173798630,"Snapchat : MillindGabaMG
Twitter : Themillind",FALSE,Null,2917,4739120,210,Null,Artist,22567.24
1049,lostboyjourney,https://www.instagram.com/lostboyjourney/,1999430730,Believe in Yourself - cause you are the only one who would always be there ❤️ collaborations lostboyworking@gmail.com Independence Video Premiere,FALSE,Null,83,1601104,634,Null,Artist,2525.4
1050,arunendra7,https://www.instagram.com/arunendra7/,1452631204,"Founder - @ekkhwaab7
Youtube channel - Arunendra7
Exclusive merchandise available on @ekkhwaab7_creations
Managed By - @3rdeyeblindprod",FALSE,Null,1503,539636,123,Null,Video Creator,4387.28
1051,ratan_chouhan31,https://www.instagram.com/ratan_chouhan31/,4235269722,"*श्री करणी शरणम्*🚩🙏🐁🦅
JAIPUR 😘
“A girl’s first true love is her father.”♥️
OUR OFFICIAL YOUTUBE CHANNEL
👇👇👇👇👇👇👇👇👇👇👇👇",TRUE,Null,1984,1149401,2,Creators & Celebrities,Musician,574700.5
1052,aajtak,https://www.instagram.com/aajtak/,3160772264,"ख़बरों का सिलसिला, चित्रों के माध्यम से. जुड़िये हमसे, क्योंकि आज तक है वहाँ - ख़बर है जहाँ.",TRUE,Null,30693,5697374,2,Publishers,News & Media Website,2848687
1053,babaksrofficial,https://www.instagram.com/babaksrofficial/,6213820423,"Motivational Speaker 💝 YouTuber 100k 📸 Shayar 📝
💌For Booking Appointment ☎️ message on @teambabaksr
👇🏻 Check Out My Youtube Channel👇🏻",FALSE,Null,390,354397,44,Null,Public Figure,8054.48
1054,adv_gaurav_arora_cit,https://www.instagram.com/adv_gaurav_arora_cit/,27173702540,Criminal Defence Lawyer,FALSE,Null,1010,59186,3,Null,Public Figure,19728.67
1055,shubhankar_lifeline_10,https://www.instagram.com/shubhankar_lifeline_10/,19250052173,"Dm for collaboration and paid promotion
Handsome news Anchor /Engineer
Life line @theshubhankarmishra",FALSE,Null,215,47107,62,Null,Journalist,759.79
1056,theasstag,https://www.instagram.com/theasstag/,6653213527,"अपना Content, अपने Creators.
Comedy sketches| Documentaries| Short Films| 
Reviews| @indiafilmproject 2020 Platinum Award Winners
New video link ⬇",TRUE,Null,107,256515,0,General Interest,None,Null
1057,theshubhankar_shayri_special,https://www.instagram.com/theshubhankar_shayri_special/,46842549059,"Motive of this page only entertainment,suno na✍️songs🎵comedy💃
Shubhnkr shayri fans wlcm here
More🎥 magnatic news subscribe my▶️
DM for collaboration 🙏",FALSE,Null,200,28194,15,Null,Video Creator,1879.6
1058,theshubhankar.in,https://www.instagram.com/theshubhankar.in/,38291970002,"👉 No.1 Source of poetry or video👈
🎯। Goal Easy​
💭। Best Hindi love Thoughts
🤘। Be Your Best Version 
🔔। Turn On Post Notification
#its_lovebook",FALSE,Null,81,9433,5,Null,Writer,1886.6
1059,rjkartikk,https://www.instagram.com/rjkartikk/,3536426197,"कर दिखाओ कुछ ऐसा कि दुनिया करना चाहे आपके जैसा ❣️
Family of 8.8 Million + on Social Media
📍Jaipur 🎂 22 December 💥",TRUE,Null,819,902692,96,Creators & Celebrities,Motivational Speaker,9403.04
1060,garimaspride,https://www.instagram.com/garimaspride/,4375239049,"Subscribe to our Youtube Channel GarimaSPride
Email for Paid  Promotion & collab singh.garimas444@gmail.com
https://www.amazon.in/shop/garimaspride",TRUE,Null,4620,115573,45,Creators & Celebrities,Personal Blog,2568.29
1061,nisha_lambha,https://www.instagram.com/nisha_lambha/,1382838926,"Nisha Lambha Sparsh Beauty Care & Hair Treatment LLP
CSC Market Dwarka Sec-18B,near platinum heights 
New Delhi - 110078
Ph .9818485930 /9971486434",TRUE,Null,10228,458716,3811,Personal Goods & General Merchandise Stores,Health/Beauty,120.37
1062,zufiscooking,https://www.instagram.com/zufiscooking/,7946201349,"Delhi 📍
I ❤️cooking🥘
YouTuber / Influencer 
#zufiscooking 
Wife to @wasifMohd2313
Mamma to Mahira
800k+ TikTok Fam
For paid promotion Dm me 👉Insta",FALSE,Null,942,72675,32,Null,Digital Creator,2271.09
1063,dr.priyankashukla_official,https://www.instagram.com/dr.priyankashukla_official/,7098010097,"Teacher(PhD)/Content Creator
Gonda (Mankapur)from Gorakhpur
DM for paid promotions & Collaboration
Email-drpriyankashukla99@gmail.com
Youtube Channel",FALSE,Null,3086,62051,813,Null,Video Creator,76.32
1064,afrozshaikh_95,https://www.instagram.com/afrozshaikh_95/,11221303296,"Mumbai📍
👉 Chef 👩‍🍳🍱
For Business, Collaboration And Events Mail Or Dm   
Youtube Channel :- Afroz Kitchen 👇",FALSE,Null,874,177167,57,Null,Chef,3108.19
1065,chann_kaurr,https://www.instagram.com/chann_kaurr/,5320313025,"SINGER // VLOGGER
DM for collabs and promotions. 
Youtube // MannChann Vlogs👇",FALSE,Null,1117,379777,38,Null,Artist,9994.13
1066,bajwafamily1313,https://www.instagram.com/bajwafamily1313/,5467990081,"Mum2️⃣Wife👩‍❤️‍👨
Welcome To My Family 🙏🏻🧿",FALSE,Null,638,58305,84,Null,Comedian,694.11
1067,the_pompy_singh,https://www.instagram.com/the_pompy_singh/,1166064695,"Entertainer 
Businessman 
Wish me on - 6 th dec",TRUE,Null,960,53434,466,Grocery & Convenience Stores,None,114.67
1068,ma.riyam29,https://www.instagram.com/ma.riyam29/,13986632020,Manage by @aayanshaikh_08 @anaf_pathan Allhumdulila for everything ❤️❤️❤️ Khwaja wale hain❤️❤️ @s.m_whiteningcream con 8291406415,FALSE,Null,6047,224580,146,Null,Blogger,1538.22
1069,_harmankhosa0714,https://www.instagram.com/_harmankhosa0714/,4521619531,"❤️ਪੋਤਾ ਬਲਵੰਤ ਕੌਰ ਦਾ❤️                                      
•Snap👻-harmanKhosa13  
•🎂 14 December 
• DM FOR PROMOTIONS
• First vlog link 👇🏻",FALSE,Null,751,570634,121,Null,Artist,4715.98
1070,poonam.joshi777,https://www.instagram.com/poonam.joshi777/,2903873205,Happy go 🍀 content creator please subscribe my YouTube channel just click below here ⤵️,FALSE,Null,2252,55524,100,Null,Public Figure,555.24
1071,preet_bhullarr07,https://www.instagram.com/preet_bhullarr07/,7381684090,"Happy soul 🌺.                                                 💃fun 🤡 masti👻
Australia 🇦🇺  
Keep smiling ❤️ #lovelife #enjoylife",FALSE,Null,488,66073,89,Null,Public Figure,742.39
1072,jiyashashwatroy,https://www.instagram.com/jiyashashwatroy/,26210244428,Influencer । Youtuber(120K+ Family) । Tik Toker (735K+ Followers) ।  Email  @ kumarshashwat810@gmail.com for paid promotion. 👇Check Our New Vlog Here,FALSE,Null,1825,153971,49,Null,Public Figure,3142.27
1073,i_nisha.arora,https://www.instagram.com/i_nisha.arora/,11309034636,"Owner of - @the_iron_bodies 😊
• ( INFS )Nutrition Fitness certified🏅
• Certified Nutritionist🥇
• 9460922796 📞",TRUE,Null,1085,163988,98,Personal Goods & General Merchandise Stores,Health/Beauty,1673.35
1074,wasifzufishaofficial,https://www.instagram.com/wasifzufishaofficial/,5703127714,"YouTuber 
( #wasifzufishaofficial #zufiscooking )
📍Delhi 
800k+Tiktok Family 
Hubby to @zufiscooking 
PaPa to Mahira😍
For paidCollab 👉🏼@wasif.mohd2313",FALSE,Null,1112,41639,36,Null,Public Figure,1156.64
1075,sam52shu,https://www.instagram.com/sam52shu/,6665932878,"🇮🇳☺️☺️
🔘कलाkaar🎭
🔘FARREY(zee5)
🔘Wait for Ur TURN🙌
🔘One dy or dy 1 U hv 2 decide✌
🔘Mumbai #samarshuklaacts 
🔘DM/EMAIL for PAID Prmn📩
Audn",FALSE,Null,2014,46036,82,Null,Actor,561.41
1076,aarti_bhatt_joshi,https://www.instagram.com/aarti_bhatt_joshi/,29648547734,"शिव ही सत्य है🕉
Kuchu❤Puchu
Happily Married💑
Myself klakaar🤡
Spreading Laughter🤣
Uttrakhandi Baan with punjabi tdka🥰
Music Lover🎤🎧
Wish Me On 21 Dec🎂",FALSE,Null,187,24312,37,Null,Video Creator,657.08
1077,nimishaanchor,https://www.instagram.com/nimishaanchor/,31214300518,DM for paid promotion nd collaboration ...... Friends YouTube channel ko subscribe karo.. link ye hai 👇,FALSE,Null,3425,46098,9,Null,Blogger,5122
1078,neha_tashi,https://www.instagram.com/neha_tashi/,1643745455,"Social media influencer
Daughter @anidhya_tiwari                            
Dm for collaboration & paid partnership brands & promotion",FALSE,Null,1237,116658,146,Null,Public Figure,799.03
1079,rashikapunjabi,https://www.instagram.com/rashikapunjabi/,1207980483,"Actor | Entertainer I Creator /Main Apni Fav Hoon😍/dm for paid collab 👍 josh ID:
@https://share.myjosh.in/profile/7f3d9e96-e94b-4eee-bbb7-7c9154034cde",FALSE,Null,1294,21095,268,Null,Public Figure,78.71
1080,anjali_chauhan.777,https://www.instagram.com/anjali_chauhan.777/,31751803435,"Mail for Paid Promotion 
Managed by @nandan_singh5
Dancer | Actress | Youtuber 
Follow me on Josh 
⬇️",TRUE,Null,1015,863331,168,Creators & Celebrities,Public Figure,5138.88
1081,haji_bhaijaan,https://www.instagram.com/haji_bhaijaan/,1064664186,khud ki tarif khud kiya kero burai Kerne ke liye duniya padhi hai.....,FALSE,Null,507,55738,43,Null,Entrepreneur,1296.23
1082,daksshajitsingh,https://www.instagram.com/daksshajitsingh/,324527719,"ੴ  
𝘈𝘤𝘵𝘰𝘳 || 𝘞𝘳𝘪𝘵𝘦𝘳 || 𝘚𝘱𝘰𝘳𝘵𝘴𝘮𝘢𝘯 ♈️ 
𝐃𝐌 𝐅𝐎𝐑 𝐂𝐎𝐋𝐋𝐀𝐁   👇 𝐒𝐮вรĆŘᎥ𝓑є👇",FALSE,Null,2733,41469,395,Null,Artist,104.98
1083,guri_singh_harjit,https://www.instagram.com/guri_singh_harjit/,1415631940,"Managed by 👉  @sire_media
👉 email ÷ guri@siremedia.in   ਆਪਣੇ ਹਿੱਸੇ ਦੀ ਦੁਨੀਆਂ ਦੇ ਯਾਰ ਸਿਕੰਦਰ ਨੇ 👑",TRUE,Null,946,130935,30,Creators & Celebrities,Video Creator,4364.5
1084,ranttakshaikh,https://www.instagram.com/ranttakshaikh/,26229743259,Love You My Instagram Family 😘 ❤,FALSE,Null,547,87622,2,Null,None,43811
1085,beingshalinisuryavanshi27,https://www.instagram.com/beingshalinisuryavanshi27/,27455127506,"Singer / Actor / Fashionable 
Sai 💚Ya Garib Nawaz 👑 Shiv 🔱 🕉
Love ❤️ Care 🤝 Share 😇 Humanity  
𝐌𝐚𝐧𝐚𝐠𝐞𝐝 𝐁𝐲:- @sparkupreach
❤️ @beingshadabkhan.27",FALSE,Null,175,913913,47,Null,Musician/Band,19444.96
1086,whosunilgrover,https://www.instagram.com/whosunilgrover/,4249027915,I will meet you yet again,FALSE,Null,635,4589283,328,Null,Actor,13991.72
1087,archanapuransingh,https://www.instagram.com/archanapuransingh/,848906776,Actor  🎬  Not limited by definitions.,FALSE,Null,629,1155173,273,Null,Actor,4231.4
1088,anilskapoor,https://www.instagram.com/anilskapoor/,485733502,,FALSE,Null,998,4170638,231,Null,Actor,18054.71
1089,kunal__tomar,https://www.instagram.com/kunal__tomar/,8575467003,"▪️You Are Exactly Where You Need To Be...🖊
▪️Creator / Youtuber 🎥
▪️Subscribe to my youtube channel⬇️",TRUE,Null,187,498000,74,Creators & Celebrities,Video Creator,6729.73
1090,harshmalhotra_,https://www.instagram.com/harshmalhotra_/,3222568100,God & Family,FALSE,Null,24,17146,70,Null,Public Figure,244.94
1091,chiyakumawat143,https://www.instagram.com/chiyakumawat143/,5702643853,"20.....🌼
❤ਚੀਆ❤
🐊🦋
𝐁𝐞 𝐟𝐫𝐞𝐞
𝐁𝐞 𝐭𝐫𝐮𝐞
𝐁𝐞 𝐘𝐨𝐮..... 🤍
           🤴",FALSE,Null,128,15907,40,Null,Video Creator,397.68
1092,yashi__tank,https://www.instagram.com/yashi__tank/,39044667524,"@yashitak008 & @suraj.palsingh.961 fσℓℓσω мє❣️😻
fαѕhíσn mσdєl😘
díє hєαrt fαn σf чαѕhí dí😘&ѕurαj вhαíчα❣️🤗😘",TRUE,Null,666,85919,96,Content & Apps,Fan Page,894.99
1093,ashwinidhamija,https://www.instagram.com/ashwinidhamija/,2458601470,"Gym freak💪
Property of @vershamahalawatofficial 💏
Dog lover🐶
Wish me on 25th🎄dec
Puppy powers youtube channel",FALSE,Null,93,9970,1512,Null,Personal Blog,6.59
1094,khushikarkiofficial,https://www.instagram.com/khushikarkiofficial/,8176103169,New youtube video ↓,FALSE,Null,342,538198,95,Null,Artist,5665.24
1095,suyash_heartbeat_,https://www.instagram.com/suyash_heartbeat_/,47052891998,"Biggest fan of @suraj.palsingh.961 @yashitak008
These reasons of my smile ❤️
My favourite couple 💚 suyash 💚
I love suyash ❤️😍
Dont miss our Stories 😍",FALSE,Null,383,16593,131,Null,Fan Page,126.66
1096,_riyagulati_,https://www.instagram.com/_riyagulati_/,3173803438,"👉 👻 gulatiriya11
👉 🎂 11 jan
2nd account @_.mintandrose__",FALSE,Null,85,1238,1034,Null,None,1.2
1097,gupta.srishti17,https://www.instagram.com/gupta.srishti17/,8903295617,"LIBRAS DONT GET JEALOUS, THEY  LOSE INTEREST🤪❤️🍷",FALSE,Null,46,887,692,Null,None,1.28
1098,kartiik.x3,https://www.instagram.com/kartiik.x3/,2859943933,"👑 ब्राह्मण 👑
🖤Fashion• Beauty• Lifestyle
Dm/Email for Paid Promotion and Collaboration 📩
Snap = kartiik.x3
Clubhouse = kartiikx3 😛
Main @iamkartiik.x3",FALSE,Null,69,16989,3542,Null,Digital Creator,4.8
1099,makemeupbyniharika,https://www.instagram.com/makemeupbyniharika/,45365631115,"Certified Professional Makeup Artist 🧿🦋
📍Panipat/karnal Based
International look🔥
Mehndi look
Bridal Makeup
Reception look🥰
Dm or Contact 
📲9306062662",FALSE,Null,55,1633,773,Null,Makeup Artist,2.11
1100,vikas.nain,https://www.instagram.com/vikas.nain/,343967080,"When a pinch of entertainment fuses with the personality of an educator, the things turn up in this manner.",FALSE,Null,403,1529,1386,Null,None,1.1
1101,vanshika1627,https://www.instagram.com/vanshika1627/,4942255979,"21 | Karma believer | Positive | Fashion
When the sun shine, well shine together🌈...",FALSE,Null,43,1707,405,Null,Artist,4.21
1102,iprachimalhotra,https://www.instagram.com/iprachimalhotra/,6328342110,"☬ੴ
GRATITUDE ❤️
ੴ ਸਤਨਾਮ ਸ਼੍ਰੀ ਵਾਹਿਗੁਰੂ ਜੀ ੴ",FALSE,Null,39,1558,132,Null,None,11.8
1103,simmi_ss,https://www.instagram.com/simmi_ss/,1686718557,"She/her
DPS | DSC,DU📚
I make fun reels, check them out💖",FALSE,Null,113,3097,877,Null,Personal Blog,3.53
1104,englishwithkritika,https://www.instagram.com/englishwithkritika/,33013473984,"Online classes 👇
👉Spoken English 
👉IELTS
👉Business English
👉Fluency 
👉Interviews 
👉Communication  
👉Personality Development
DM to join my course💫",FALSE,Null,400,20172,388,Null,Digital Creator,51.99
1105,riya.parnami,https://www.instagram.com/riya.parnami/,8038270379,"The ways of the heart cannot be explained
It wants what it wants❤ |SRM24|👨‍🎓
@more.than.desire 🛍️
@riyayyyyyyy🔒",FALSE,Null,152,2604,983,Null,Blogger,2.65
1106,riya_uppalll,https://www.instagram.com/riya_uppalll/,8757450953,i’m a girl with ambition and a heart of gold✨,FALSE,Null,33,3323,395,Null,None,8.41
1107,rakesh.tayal,https://www.instagram.com/rakesh.tayal/,1695425463,,TRUE,Null,180,3726,690,Creators & Celebrities,Personal Blog,5.4
1108,bhardwaj_shivam__,https://www.instagram.com/bhardwaj_shivam__/,2021287287,"24 || INDIAN 🇮🇳
Rashtrapati Awardee🎖
TRAIN LIKE AN ATHLETE 💯
Abs workout for athletes ⬇️",FALSE,Null,205,1985,822,Null,Athlete,2.41
1109,kundu_007,https://www.instagram.com/kundu_007/,1684192523,"🏡 🄶🅄🅁🄶🄰🄾🄽
➖ Fitness enthusiastic
➖ Transformation Specialist
➖ DM ➡️paid Online Training
➖ DM for collaboration",FALSE,Null,764,15787,743,Null,Fitness Model,21.25
1110,_.riyamalik,https://www.instagram.com/_.riyamalik/,12488482259,,TRUE,Null,1,6211,252,Business & Utility Services,Design & Fashion,24.65
1111,ganikakhurana,https://www.instagram.com/ganikakhurana/,3272908025,"|Nirbhau Nirvair ੴ |
OWNER & Nail Educator/stylist :-  @blaze_by_ganika_khurana 
👻:- ganikakhurana
📧:- ganikakhurana98@gmail.com",FALSE,Null,193,6722,479,Null,None,14.03
1112,paras_middha,https://www.instagram.com/paras_middha/,1406988280,"Im an Artist for my Happiness
&
A Business Man क्योंकि पापी पेट का सवाल है।
Punjabi by caste* Love Positive people only 🌞
*अनुगच्छतु प्रवाहं 
Youtube",TRUE,Null,353,3008,1031,Creators & Celebrities,Artist,2.92
1113,maaaansii11,https://www.instagram.com/maaaansii11/,35546616204,"21🔰
:
Be like a drug, let the people die for you🏩
  8 june 🎂🎁🎉",FALSE,Null,89,2867,904,Null,None,3.17
1114,___navika,https://www.instagram.com/___navika/,277741497,𝙒𝙚 𝙝𝙖𝙫𝙚 𝙣𝙤 𝙨𝙤𝙧𝙧𝙤𝙬 𝙩𝙝𝙖𝙩 𝙜𝙪𝙧𝙗𝙖𝙣𝙞 𝙘𝙖𝙣’𝙩 𝙝𝙚𝙖𝙡. ੧ਓ        #IStandWithFarmers,FALSE,Null,299,3045,1281,Null,Writer,2.38
1115,sharainkhanduja_,https://www.instagram.com/sharainkhanduja_/,1965099868,Unstoppable#Impossible#Dream Chaser.                                    Work-Sharainkhanduja26.sk@gmail.com.         Snapchat-Sharainkhanduj2,FALSE,Null,547,19876,133,Null,Artist,149.44
1116,siya_makeovers,https://www.instagram.com/siya_makeovers/,302410258,"Jai Guru Ji❤️
Dream•Believe •Achieve🙌🏻🙌🏻
Certified Makeup Artist
💄 Makeup Artist 
📱 +91-8168706921, 8950505099
Snapchat👻 :-siyatarunarora
🎂 13 June🎉🎂🎂",FALSE,Null,4306,21101,2349,Null,Artist,8.98
1117,harleenkaur04,https://www.instagram.com/harleenkaur04/,2020412482,“Wild at heart”.,FALSE,Null,62,2930,561,Null,None,5.22
1118,kritids,https://www.instagram.com/kritids/,284289155,"Salon enquiry: 01149841666, 01149842777
On venue enquiry: 9999335185
Collabs 👉🏻KritiDS.Collaborations@gmail.com
Add:251,Deepali,Pitampura,Delhi-110034",FALSE,Null,3480,626834,796,Null,Artist,787.48
1119,alpha_hooda,https://www.instagram.com/alpha_hooda/,9878827447,"👉🏻Aiff certified Football coach 🇮🇳⚽️
👉🏻Health and Nutrition 📝
👉🏻Strength and conditioning specialist 🏃🏼🏋🏻
👉🏻 Legs Gym workout for ⚽️🏃🏼 👇🏻",TRUE,Null,257,17283,1651,Creators & Celebrities,Coach,10.47
1120,shallu___29,https://www.instagram.com/shallu___29/,7767004631,"18🥂/ 58
𝗠𝗮𝗸𝗲 𝗘𝘃𝗲𝗿𝘆𝗱𝗮𝘆 𝗔 𝗟𝗶𝘁𝘁𝗹𝗲 𝗟𝗲𝘀𝘀 𝗢𝗿𝗱𝗶𝗻𝗮𝗿𝘆🌺",FALSE,Null,151,2065,256,Null,None,8.07
1121,himani_malaniya,https://www.instagram.com/himani_malaniya/,5641285960,"To dream that never end 👣
20 Jan🎂
🇮🇳
YouTube",FALSE,Null,59,5462,2538,Null,None,2.15
1122,shivam__sharma25,https://www.instagram.com/shivam__sharma25/,2313633423,"➡️25 july🎂
➡️1st luv मॉ💍❤
➡️blogger✨
➡️Dm for collaboration📩
➡️ chandigarh📍panipat
➡️GGDSD, clg🎓
➡️ X mkkains😝📚
➡️living the dream🔥",FALSE,Null,461,5763,1658,Null,Blogger,3.48
1123,kansaltanya8,https://www.instagram.com/kansaltanya8/,4916112130,"👉Ex theresian
👉Studied at Modern intrntl School,Delhi/ med
student📚📚
👉Bachelor in science👨‍🎓👩‍🎓
👉Bday bash on 3 aug🎂
📸chat kansaltanya3",FALSE,Null,281,1996,1994,Null,None,1
1124,raghviahuja,https://www.instagram.com/raghviahuja/,1164790806,"Music, Dance, Drama, Fashion, Lame jokes and Burgers! @raag_hvi",FALSE,Null,435,3229,1742,Null,None,1.85
1125,khanna.charu,https://www.instagram.com/khanna.charu/,1918591031,"ੴ 
I don’t design clothes. I design dreams.
Creator :- @chandrabha_by_charu 
MISS INDIA ETHNIC👑 2018-19
Fashion designer 👩🏻‍💻
Dm for collaboration.",FALSE,Null,192,2728,541,Null,Personal Blog,5.04
1126,hemangi_arora,https://www.instagram.com/hemangi_arora/,1548650300,Simplicity is the key to happiness!😊,FALSE,Null,94,1889,1050,Null,None,1.8
1127,charmiesethi_,https://www.instagram.com/charmiesethi_/,1550068873,,FALSE,Null,34,5874,579,Null,None,10.15
1128,kashishpruthi26,https://www.instagram.com/kashishpruthi26/,7700395382,"she bad w ambition, don’t see any competition
M.B.B.S.⚕️
📍Faridabad | Delhi | Panipat
20y/o
👻 - kashuuu26 
XOTWOD",FALSE,Null,30,2701,495,Null,None,5.46
1129,namanmutneja23,https://www.instagram.com/namanmutneja23/,1534314238,"19🥂
•GGDSD📚
 CHANDIGARH 🎓
ਸਤਨਾਮ ਸ਼੍ਰੀ ਵਾਹਿਗੁਰੂ🙏
👻- namanmutneja23
Panipat 🔄 Chandigarh",FALSE,Null,125,1511,1171,Null,None,1.29
1130,dr.aadimanuja,https://www.instagram.com/dr.aadimanuja/,548348881,"Entertainer
Aadi manuja | Garima manuja
Dental surgeon & implantologist
For collaboration 
Dm or mail
#dentistcouple
23 june🎂🍺",FALSE,Null,566,38613,440,Null,Public Figure,87.76
1131,viplove_master,https://www.instagram.com/viplove_master/,1538347116,"Increasing Happiness index of India🤗 #vipnation 
MxTakatak id: viplovemaster007 
Backup: @viplovemaster007 
Managed by @optiminastic_media",FALSE,Null,1542,144311,206,Null,Video Creator,700.54
1132,mr.mrs.sharmaaa,https://www.instagram.com/mr.mrs.sharmaaa/,19552585987,"Bond which survived roughest patches of Life ❤️
Vlogging 🔥
YT👇🏻",FALSE,Null,709,15571,28,Null,Video Creator,556.11
1133,khansufiyan90,https://www.instagram.com/khansufiyan90/,1137131146,"🃏 Content Creator | Fitness | Lifestyle💯
🇮🇳 Mumbai India📍
For collab dm or mail😇
👻 - khansufiyan1998
🎦Taka tak - khansufiyan90
#ChaloWandaNahi ✌️",FALSE,Null,1049,305712,200,Null,Digital Creator,1528.56
